Depth,Density,P_Slowness,Gamma_Ray,Porosity_Frac,P_Impedance,P_Impedance-rel
838.5048,2105.4409,492.7871,66.8634,0.3404,4252130.0000,-86061.3984
838.6572,2194.1946,442.3607,65.6670,0.2849,4961260.0000,-86061.3984
838.8096,2198.2095,440.1020,65.2483,0.2823,4993360.0000,-86061.3984
838.962,2200.5437,438.7544,65.2294,0.2809,5015330.0000,-86061.3984
839.1144,2199.5017,439.3467,65.5004,0.2815,5016790.0000,-86061.4063
839.2668,2188.0723,445.8297,68.1360,0.2887,4909300.0000,-86061.3984
839.4192,2186.9000,446.4940,68.8459,0.2894,4897940.0000,-86061.3984
839.5716,2188.7375,445.4547,69.1773,0.2882,4897940.0000,-86061.3984
839.724,2200.4180,438.8427,69.5032,0.2809,5007750.0000,-86061.3984
839.8764,2204.4880,436.5052,69.5742,0.2784,5049550.0000,-86061.3984
840.0288,2205.0708,436.1750,69.8535,0.2781,5054000.0000,-86061.3984
840.1812,2205.9170,435.7106,70.7908,0.2775,5061660.0000,-86061.3984
840.3336,2206.5276,435.3649,71.7564,0.2772,5067150.0000,-86061.3984
840.486,2207.1838,435.0106,71.9500,0.2768,5071900.0000,-86061.3984
840.6384,2207.9214,434.5771,72.0388,0.2763,5080050.0000,-86061.3984
840.7908,2207.9014,434.5887,72.4151,0.2763,5082290.0000,-86061.3984
840.9432,2207.2922,434.9530,72.8277,0.2767,5075510.0000,-86061.3984
841.0956,2207.1000,435.0690,73.2169,0.2768,5072990.0000,-86061.3984
841.248,2206.7512,435.2648,73.7566,0.2770,5072990.0000,-86061.3984
841.4004,2205.7043,435.8446,74.2896,0.2777,5063370.0000,-86061.3984
841.5528,2204.9170,436.2718,74.6532,0.2782,5055630.0000,-86061.3984
841.7052,2204.3960,436.5715,75.0229,0.2785,5051010.0000,-86061.3984
841.8576,2203.2542,437.2258,75.4141,0.2792,5046470.0000,-86061.3984
842.01,2201.4380,438.2524,75.5500,0.2803,5027530.0000,-86061.3984
842.1624,2199.8010,439.1772,75.2582,0.2813,5016790.0000,-76216.4141
842.3148,2197.7537,440.3432,74.6333,0.2826,4997940.0000,-45416.2695
842.4672,2196.4958,441.0672,74.1878,0.2834,4981940.0000,-15423.543
842.6196,2194.5256,442.1877,73.0530,0.2847,4977500.0000,-5990.5898
842.772,2191.0188,444.1695,71.2584,0.2869,4946210.0000,-5990.5898
842.9244,2185.7913,447.1411,70.4843,0.2901,4918560.0000,-5990.5898
843.0768,2178.5920,451.2453,70.8217,0.2947,4799530.0000,-5990.5898
843.2292,2173.9512,453.8809,71.5082,0.2975,4780960.0000,-5990.5898
843.3816,2169.2800,456.5158,71.8629,0.3004,4727840.0000,-5990.5898
843.534,2163.3748,459.8591,71.9223,0.3041,4686330.0000,-5990.5898
843.6864,2160.1958,461.6627,71.9500,0.3061,4673940.0000,-5990.5898
843.8388,2158.2688,462.7551,72.0950,0.3073,4657120.0000,-5990.5898
843.9912,2158.5432,462.6047,72.4108,0.3071,4671900.0000,-5990.5898
844.1436,2161.1023,461.1665,72.5500,0.3056,4694820.0000,-5990.5898
844.296,2167.5459,457.5096,72.2734,0.3016,4763330.0000,-5990.5903
844.4484,2180.2949,450.2618,71.4016,0.2936,4885100.0000,-5990.5898
844.6008,2185.6421,447.2276,70.4181,0.2903,4888060.0000,-5990.5898
844.7532,2186.7234,446.6282,69.5267,0.2896,4899710.0000,-5990.5898
844.9056,2188.1741,445.8050,68.6436,0.2887,4912010.0000,-5990.5898
845.058,2188.6000,445.5610,67.9281,0.2884,4912010.0000,-5990.5898
845.2104,2188.6000,445.5610,67.7155,0.2884,4912010.0000,-5990.5898
845.3628,2188.6000,445.5610,67.6049,0.2884,4912010.0000,-5990.5898
845.5152,2188.6000,445.5610,67.6041,0.2884,4912010.0000,-5990.5898
845.6676,2188.6000,445.5610,67.7714,0.2884,4912010.0000,-5990.5898
845.82,2188.6000,445.5610,68.2433,0.2884,4912010.0000,-5990.5903
845.9724,2188.6000,445.5610,69.5550,0.2884,4912010.0000,-5990.5898
846.1248,2188.6000,445.5610,70.8444,0.2884,4912010.0000,-5990.5898
846.2772,2188.6000,445.5610,71.1274,0.2884,4912010.0000,-5990.5898
846.4296,2188.6000,445.5610,71.5918,0.2884,4912010.0000,-5990.5898
846.582,2188.6000,445.5610,71.7558,0.2884,4912010.0000,-6155.5747
846.7344,2188.4028,445.6739,71.9593,0.2885,4910140.0000,-7732.0024
846.8868,2186.6196,446.6903,72.2264,0.2896,4893710.0000,-10763.4707
847.0392,2185.8003,447.1211,72.2500,0.2901,4888210.0000,-11038.2002
847.1916,2183.9094,448.1966,72.2341,0.2913,4871740.0000,-11038.2002
847.344,2183.8000,448.2590,71.9149,0.2914,4871740.0000,-11038.2002
847.4964,2183.8000,448.2590,70.7776,0.2914,4871740.0000,-11038.2002
847.6488,2183.8000,448.2590,70.7500,0.2914,4871740.0000,-11038.2002
847.8012,2183.8000,448.2590,70.7500,0.2914,4871740.0000,-11038.2002
847.9536,2183.8000,448.2590,70.8273,0.2914,4871740.0000,-11038.2002
848.106,2183.7615,448.2822,73.9740,0.2914,4871740.0000,-11038.2002
848.2584,2182.8115,448.8522,74.0500,0.2920,4863350.0000,-11038.2002
848.4108,2182.2876,449.1633,73.7893,0.2923,4858880.0000,-11038.2002
848.5632,2181.7366,449.4389,70.2852,0.2927,4854390.0000,-11038.2002
848.7156,2181.6531,449.4860,68.7676,0.2927,4854060.0000,-11038.2002
848.868,2181.1912,449.7624,68.6500,0.2930,4850170.0000,-11038.2002
849.0204,2180.6812,450.0621,68.7910,0.2933,4845890.0000,-11038.2002
849.1728,2179.9749,450.4391,69.7121,0.2937,4841440.0000,-11038.2002
849.3252,2178.7915,451.1439,69.8500,0.2945,4829810.0000,-11038.2002
849.4776,2178.5100,451.3020,70.0754,0.2947,4827850.0000,-11038.2002
849.63,2177.6716,451.7530,71.3211,0.2952,4824150.0000,-11038.2002
849.7824,2175.8076,452.8208,72.5590,0.2964,4805950.0000,-11038.2002
849.9348,2175.4000,453.0560,73.5495,0.2966,4801620.0000,-11038.2002
850.0872,2175.4000,453.0560,73.8620,0.2966,4801620.0000,-11038.2002
850.2396,2175.4000,453.0560,74.3572,0.2966,4801620.0000,-11038.2002
850.392,2175.4000,453.0560,75.0177,0.2966,4801620.0000,-11038.2002
850.5444,2175.4000,453.0560,76.0483,0.2966,4801620.0000,-11038.2002
850.6968,2175.4000,453.0560,77.3486,0.2966,4801620.0000,-11038.2002
850.8492,2175.4000,453.0560,77.8872,0.2966,4801620.0000,-11038.2002
851.0016,2175.4000,453.0560,78.0177,0.2966,4801620.0000,-13255.3877
851.154,2175.4000,453.0560,78.1840,0.2966,4801620.0000,-29380.1035
851.3064,2175.6331,452.9150,78.2500,0.2964,4801620.0000,-56784.1836
851.4588,2176.1689,452.5928,78.2500,0.2961,4806970.0000,-67180
851.6112,2176.6653,452.3111,77.5976,0.2958,4810190.0000,-67180
851.7636,2177.5081,451.8508,75.8177,0.2953,4815410.0000,-67179.9922
851.916,2178.4602,451.3252,74.2580,0.2948,4824100.0000,-67180
852.0684,2180.8181,449.9876,73.5935,0.2933,4830260.0000,-67180
852.2208,2184.8438,447.6958,73.4500,0.2907,4865880.0000,-67180
852.3732,2187.2773,446.3081,73.1500,0.2892,4896450.0000,-67180
852.5256,2188.2134,445.7786,72.4652,0.2886,4912010.0000,-67179.9922
852.678,2188.6000,445.5610,72.0225,0.2884,4912010.0000,-67180
852.8304,2188.8467,445.4120,71.9500,0.2882,4916120.0000,-67180
852.9828,2189.3582,445.1058,72.0242,0.2879,4920870.0000,-67180
853.1352,2189.6000,444.9620,72.7677,0.2877,4920870.0000,-67180
853.2876,2189.6000,444.9620,74.5937,0.2877,4920870.0000,-67179.9922
853.44,2189.6000,444.9620,76.2597,0.2877,4920870.0000,-67180
853.5924,2189.6000,444.9620,76.7500,0.2877,4920870.0000,-67180
853.7448,2189.4863,445.0316,76.4009,0.2878,4919240.0000,-67180
853.8972,2188.6165,445.5367,75.4466,0.2884,4908580.0000,-67180
854.0496,2187.0642,446.4340,74.5797,0.2894,4894120.0000,-67180
854.202,2186.5000,446.7600,73.8104,0.2897,4894120.0000,-67180
854.3544,2186.2700,446.8874,73.2387,0.2898,4891380.0000,-67180
854.5068,2185.5217,447.3013,72.9418,0.2903,4883840.0000,-67180
854.6592,2184.7795,447.7206,72.6886,0.2908,4878270.0000,-67180
854.8116,2184.0049,448.1474,72.6179,0.2913,4871740.0000,-67180
854.964,2183.6177,448.3684,72.7700,0.2915,4869630.0000,-67180
855.1164,2182.6057,448.9655,73.3083,0.2921,4859050.0000,-67180
855.2688,2181.0388,449.8646,73.4500,0.2931,4845370.0000,-67180
855.4212,2180.6030,450.1049,73.1241,0.2934,4844500.0000,-67180
855.5736,2180.1843,450.3154,71.6047,0.2936,4840820.0000,-64860.6016
855.726,2180.0330,450.3983,70.9280,0.2937,4840130.0000,-53007.7969
855.8784,2179.7974,450.5472,69.8841,0.2939,4837770.0000,-49239.8672
856.0308,2180.5798,450.1236,68.7131,0.2934,4845370.0000,-48969.6016
856.1832,2180.7979,449.9985,65.8550,0.2932,4846350.0000,-48969.6016
856.3356,2181.6150,449.5090,62.2505,0.2927,4854060.0000,-48969.6016
856.488,2181.7458,449.4359,60.2800,0.2927,4854430.0000,-48969.6016
856.6404,2182.2646,449.1758,55.6792,0.2923,4858640.0000,-48969.6016
856.7928,2182.2239,449.1999,54.2901,0.2923,4858000.0000,-48969.6016
856.9452,2180.7295,450.0402,53.9125,0.2933,4845230.0000,-48969.6016
857.0976,2180.0601,450.3790,52.4730,0.2937,4840430.0000,-48969.6016
857.25,2177.2000,452.0070,52.4500,0.2955,4816740.0000,-48969.6016
857.4024,2175.4000,453.0560,52.4594,0.2966,4801620.0000,-48969.6016
857.5548,2175.3347,453.0933,53.0408,0.2966,4801620.0000,-48969.6016
857.7072,2173.3667,454.2189,53.0500,0.2979,4784870.0000,-48969.6016
857.8596,2173.2336,454.2910,52.8334,0.2979,4784320.0000,-48969.6016
858.012,2173.0457,454.3769,49.6615,0.2981,4776150.0000,-48969.6016
858.1644,2182.1709,449.2130,49.4500,0.2924,4856030.0000,-48969.6016
858.3168,2184.5757,447.8569,49.4500,0.2909,4875050.0000,-48969.6016
858.4692,2187.3179,446.2692,49.4500,0.2891,4899970.0000,-48969.6016
858.6216,2189.1340,445.2572,49.3020,0.2881,4910850.0000,-48969.6016
858.774,2194.1746,442.4015,48.2738,0.2849,4950760.0000,-48969.6016
858.9264,2199.9617,439.0918,47.3379,0.2813,5007290.0000,-48969.5977
859.0788,2203.1982,437.2678,46.5313,0.2792,5024520.0000,-48969.6016
859.2312,2211.3171,432.6434,46.1955,0.2742,5098380.0000,-48969.6016
859.3836,2217.1890,429.3023,46.2022,0.2705,5161140.0000,-48969.6016
859.536,2219.0764,428.2523,46.4985,0.2694,5177020.0000,-48969.6016
859.6884,2220.9333,427.1860,47.0652,0.2681,5196590.0000,-48969.6016
859.8408,2221.9231,426.6131,47.8835,0.2675,5206000.0000,-48969.6016
859.9932,2221.9285,426.6226,48.5809,0.2675,5214450.0000,-44963.625
860.1456,2218.8213,428.3889,48.7508,0.2695,5192790.0000,-25509.2793
860.298,2214.7769,430.6833,48.4456,0.2720,5149290.0000,-53.9156
860.4504,2210.8564,432.9167,47.4461,0.2745,5128180.0000,7599.0396
860.6028,2199.9541,439.1015,46.6458,0.2813,5065490.0000,7599.04
860.7552,2185.6111,447.2598,46.4500,0.2902,4912180.0000,7599.0396
860.9076,2181.4336,449.6321,46.6630,0.2928,4845370.0000,7599.04
861.06,2183.0859,448.6731,47.2148,0.2918,4861620.0000,7599.04
861.2124,2184.4570,447.8951,47.5800,0.2910,4871740.0000,7599.0396
861.3648,2187.1643,446.3786,47.7237,0.2893,4884810.0000,7599.04
861.5172,2190.5361,444.4771,48.3238,0.2872,4919690.0000,7599.0396
861.6696,2191.8000,443.7630,49.6167,0.2864,4939130.0000,7599.04
861.822,2191.6514,443.8379,51.1850,0.2865,4939130.0000,7599.04
861.9744,2190.4185,444.5149,52.7673,0.2872,4936690.0000,7599.0405
862.1268,2188.1416,445.8033,53.7323,0.2886,4898630.0000,7599.04
862.2792,2186.7405,446.6157,53.9500,0.2895,4894120.0000,7599.0396
862.4316,2186.5000,446.7600,53.5773,0.2897,4894120.0000,7599.04
862.584,2186.5000,446.7600,52.5870,0.2897,4894120.0000,7599.04
862.7364,2186.3562,446.8337,51.7636,0.2898,4892160.0000,7599.0405
862.8888,2186.0427,446.9898,51.4775,0.2899,4889500.0000,7599.04
863.0412,2185.4014,447.3458,51.2480,0.2903,4882530.0000,7599.0405
863.1936,2184.2810,447.9850,50.9481,0.2911,4871740.0000,7599.04
863.346,2184.3503,447.9429,50.7174,0.2910,4879060.0000,7599.04
863.4984,2186.1228,446.9351,50.4467,0.2899,4897850.0000,7599.0405
863.6508,2188.2141,445.7567,49.8113,0.2886,4914430.0000,7599.04
863.8032,2190.2090,444.6328,49.2757,0.2874,4931100.0000,7599.0405
863.9556,2192.2075,443.5085,49.1500,0.2861,4947860.0000,7599.04
864.108,2194.1870,442.3839,49.5135,0.2849,4964640.0000,7599.04
864.2604,2196.1289,441.2589,50.7836,0.2837,4981400.0000,7599.0396
864.4128,2198.1111,440.1355,51.8430,0.2824,4998400.0000,7599.04
864.5652,2200.1055,439.0108,52.7253,0.2812,5015490.0000,7165.2764
864.7176,2202.1045,437.8869,53.7026,0.2799,5032670.0000,5466.1914
864.87,2203.7539,436.9593,54.7142,0.2789,5046080.0000,4647.0503
865.0224,2204.4844,436.5373,55.7767,0.2785,5050830.0000,4550.1899
865.1748,2206.6433,435.3087,56.8275,0.2771,5072880.0000,4550.1895
865.3272,2204.9480,436.2637,57.2508,0.2782,5050820.0000,4550.1899
865.4796,2205.2441,436.1089,57.5508,0.2780,5057560.0000,4550.1895
865.632,2204.2412,436.6643,57.8189,0.2786,5046600.0000,4550.1899
865.7844,2201.7866,438.0699,57.8780,0.2801,5023750.0000,4550.1895
865.9368,2199.0664,439.5921,58.1505,0.2819,5000480.0000,4550.1899
866.0892,2195.7756,441.4888,58.5111,0.2839,4971530.0000,4550.1895
866.2416,2189.3928,445.0800,59.5880,0.2879,4916100.0000,4550.1899
866.394,2179.9224,450.4761,59.6500,0.2938,4835960.0000,4550.1899
866.5464,2178.0859,451.5070,59.6500,0.2950,4823740.0000,4550.1895
866.6988,2180.1033,450.3575,59.6500,0.2937,4840960.0000,4550.1899
866.8512,2182.3210,449.1458,59.6524,0.2923,4858640.0000,4550.1899
867.0036,2184.8687,447.6778,59.9759,0.2907,4880550.0000,4550.1899
867.156,2184.4285,447.9418,61.1228,0.2910,4876440.0000,4550.1899
867.3084,2185.2153,447.4806,61.1500,0.2905,4880540.0000,4550.1899
867.4608,2191.0891,444.1283,61.1099,0.2868,4931440.0000,4550.1899
867.6132,2194.6572,442.1161,60.4444,0.2846,4959780.0000,4550.1899
867.7656,2199.8921,439.1419,58.8917,0.2813,5007790.0000,4550.1899
867.918,2201.6504,438.1489,58.6232,0.2802,5024730.0000,4550.1899
868.0704,2201.8000,438.0670,57.5611,0.2801,5026170.0000,4550.1899
868.2228,2201.5930,438.1831,56.4356,0.2802,5026170.0000,4550.1899
868.3752,2199.9526,439.1046,54.5136,0.2812,5014340.0000,4550.1895
868.5276,2197.4409,440.5193,52.7373,0.2829,4989160.0000,4550.1899
868.68,2197.1758,440.6691,52.4500,0.2830,4984520.0000,4550.1895
868.8324,2197.9275,440.2591,52.6025,0.2825,4991950.0000,4550.1899
868.9848,2198.4736,439.9516,53.2009,0.2822,4993810.0000,4172.7813
869.1372,2199.9260,439.1199,53.3500,0.2813,5007960.0000,-2288.5564
869.2896,2200.9231,438.5467,53.1167,0.2807,5015660.0000,-19861.7676
869.442,2202.2383,437.8020,52.1956,0.2799,5027070.0000,-24833.5
869.5944,2203.5095,437.0866,51.2412,0.2791,5038350.0000,-24833.5
869.7468,2204.6897,436.4250,50.3586,0.2783,5048580.0000,-24833.502
869.8992,2205.8572,435.7568,49.6746,0.2776,5058630.0000,-24833.5
870.0516,2206.8179,435.2205,49.4906,0.2770,5069320.0000,-24833.498
870.204,2207.2153,435.0000,49.6888,0.2767,5072990.0000,-24833.502
870.3564,2207.2283,434.9774,50.1571,0.2767,5075960.0000,-24833.5
870.5088,2206.6316,435.3039,50.4215,0.2771,5071690.0000,-24833.5
870.6612,2205.6123,435.8894,50.6329,0.2778,5065290.0000,-24833.5
870.8136,2204.3955,436.5863,50.7631,0.2785,5052400.0000,-24833.5
870.966,2204.1462,436.7202,50.7015,0.2787,5044770.0000,-24833.502
871.1184,2205.0574,436.1886,50.6252,0.2781,5049940.0000,-24833.5
871.2708,2206.3887,435.4362,50.3747,0.2773,5061680.0000,-24833.502
871.4232,2207.8613,434.6146,49.9433,0.2763,5073140.0000,-24833.5
871.5756,2209.3201,433.7855,49.7500,0.2754,5098840.0000,-24833.5
871.728,2209.3049,433.7923,50.0497,0.2755,5087650.0000,-24833.5
871.8804,2207.4500,434.8595,51.4824,0.2766,5066420.0000,-24833.5
872.0328,2205.0952,436.1984,53.6073,0.2781,5046250.0000,-24833.502
872.1852,2202.6729,437.5594,54.9280,0.2796,5024720.0000,-24833.5
872.3376,2200.4482,438.8186,55.5374,0.2810,5007220.0000,-24833.5
872.49,2199.3320,439.4554,56.1102,0.2817,5003010.0000,-24833.502
872.6424,2200.3596,438.8696,56.9045,0.2810,5020400.0000,-24833.5
872.7948,2201.6636,438.1332,57.2500,0.2802,5027860.0000,-24833.5
872.9472,2202.0708,437.9026,57.2500,0.2799,5029140.0000,-24833.5
873.0996,2201.9077,438.0018,57.2500,0.2800,5026170.0000,-24833.5
873.252,2201.5618,438.1976,57.2500,0.2802,5023170.0000,-24833.502
873.4044,2200.0369,439.0504,57.2500,0.2812,5005600.0000,-24833.5
873.5568,2197.6680,440.4003,57.2500,0.2827,4983970.0000,-24735.4238
873.7092,2197.7903,440.3392,57.2500,0.2826,4993810.0000,-21872.873
873.8616,2198.2937,440.0511,57.2500,0.2823,4996140.0000,-13783.1084
874.014,2194.9768,441.9195,57.2500,0.2843,4958680.0000,-11363.2998
874.1664,2186.1360,446.9471,57.2500,0.2899,4873830.0000,-11363.2998
874.3188,2201.4810,438.2315,57.2500,0.2803,5064440.0000,-11363.2998
874.4712,2205.4456,435.9698,57.2500,0.2779,5057420.0000,-11363.2998
874.6236,2200.3552,438.8562,57.3616,0.2810,5004660.0000,-11363.2998
874.776,2195.0747,441.8718,57.9173,0.2843,4960720.0000,-11363.2998
874.9284,2189.9729,444.7510,58.0186,0.2875,4917950.0000,-11363.2998
875.0808,2186.7207,446.6093,57.9327,0.2896,4893170.0000,-11363.2998
875.2332,2191.4480,443.9312,57.2053,0.2865,4942010.0000,-11363.2998
875.3856,2187.1274,446.4019,56.1002,0.2893,4894970.0000,-11363.2998
875.538,2187.3914,446.2263,55.4269,0.2890,4902580.0000,-11363.2988
875.6904,2186.7109,446.6222,54.5132,0.2896,4895690.0000,-11363.2998
875.8428,2181.8123,449.3939,53.1169,0.2926,4853000.0000,-11363.2998
875.9952,2178.5684,451.2613,53.0500,0.2946,4827020.0000,-11363.2998
876.1476,2159.8875,461.8842,53.0692,0.3063,4673830.0000,-11363.2998
876.3,2158.5000,462.6470,54.2509,0.3072,4665550.0000,-11363.2998
876.4524,2163.8906,459.5995,56.3734,0.3038,4707490.0000,-11363.2988
876.6048,2170.1543,456.0405,57.8270,0.3000,4753470.0000,-11363.2998
876.7572,2189.7002,444.9466,57.8500,0.2877,4920100.0000,-11363.2998
876.9096,2192.6877,443.2295,57.8500,0.2858,4946990.0000,-11363.2998
877.062,2193.2280,442.9198,57.6951,0.2854,4948070.0000,-11363.2998
877.2144,2198.1409,440.1298,55.8233,0.2824,4994330.0000,-11363.2988
877.3668,2197.5659,440.4690,54.9267,0.2828,4994240.0000,-11363.2998
877.5192,2192.5654,443.3088,54.8500,0.2859,4949210.0000,-11363.2998
877.6716,2189.8994,444.7977,54.8870,0.2875,4923770.0000,-11363.2998
877.824,2189.7476,444.8812,55.1542,0.2876,4920870.0000,-11363.2998
877.9764,2191.1616,444.0928,55.4105,0.2868,4928530.0000,-11363.2998
878.1288,2194.3787,442.2585,55.4500,0.2848,4959870.0000,-8849.7275
878.2812,2196.1938,441.2162,55.3017,0.2836,4969880.0000,4175.5596
878.4336,2199.9336,439.0976,54.6428,0.2813,5007230.0000,14015.9102
878.586,2201.3181,438.3085,54.1915,0.2805,5020340.0000,15780.0996
878.7384,2203.6118,437.0175,53.5855,0.2790,5028500.0000,15780.0996
878.8908,2208.7300,434.1080,52.8581,0.2758,5083170.0000,15780.0996
879.0432,2210.4248,433.1480,52.5080,0.2748,5101200.0000,15780.0996
879.1956,2211.4148,432.6011,52.2190,0.2741,5108040.0000,15780.0996
879.348,2212.5667,431.9576,51.5839,0.2734,5120800.0000,15780.0996
879.5004,2212.9000,431.7720,51.3584,0.2732,5125160.0000,15780.0996
879.6528,2212.9000,431.7720,51.4001,0.2732,5125160.0000,15780.0996
879.8052,2212.7600,431.8416,51.5432,0.2733,5125160.0000,15780.0996
879.9576,2211.7024,432.4288,51.7125,0.2739,5122030.0000,15780.0996
880.11,2209.4102,433.7439,52.6133,0.2753,5102730.0000,15780.0996
880.2624,2207.5906,434.7892,54.3797,0.2765,5080520.0000,15780.0996
880.4148,2207.1000,435.0690,55.1500,0.2768,5072990.0000,15780.1006
880.5672,2207.2253,434.9951,54.9273,0.2767,5072990.0000,15780.1006
880.7196,2207.8809,434.6182,54.4660,0.2763,5075550.0000,15780.0996
880.872,2208.8152,434.0873,54.1751,0.2758,5085250.0000,15780.1006
881.0244,2209.2000,433.8700,53.9475,0.2755,5091840.0000,15780.0996
881.1768,2210.3730,433.1954,53.7226,0.2748,5112720.0000,15780.1006
881.3292,2212.7627,431.8237,53.6500,0.2733,5134610.0000,15780.1006
881.4816,2213.9000,431.1720,53.6500,0.2726,5134610.0000,15780.0996
881.634,2213.9000,431.1720,53.6500,0.2726,5134610.0000,15780.1006
881.7864,2213.9000,431.1720,53.5033,0.2726,5134610.0000,15780.0996
881.9388,2213.9000,431.1720,53.1909,0.2726,5134610.0000,15780.0996
882.0912,2213.6628,431.3155,53.0500,0.2727,5130900.0000,15780.0996
882.2436,2211.7693,432.4094,53.2613,0.2739,5105520.0000,15780.0996
882.396,2208.4033,434.3287,53.7479,0.2760,5072990.0000,15780.0996
882.5484,2207.1000,435.0690,53.9500,0.2768,5072990.0000,15780.0996
882.7008,2207.1000,435.0690,53.8176,0.2768,5072990.0000,16836.7617
882.8532,2207.1000,435.0690,53.3469,0.2768,5072990.0000,21560.6758
883.0056,2207.1000,435.0690,52.7470,0.2768,5072990.0000,27969.752
883.158,2207.1000,435.0690,52.2682,0.2768,5072990.0000,29860.9023
883.3104,2207.1000,435.0690,52.0917,0.2768,5072990.0000,29860.9004
883.4628,2207.1000,435.0690,51.7927,0.2768,5072990.0000,29860.9023
883.6152,2207.1000,435.0690,51.3546,0.2768,5072990.0000,29860.9023
883.7676,2207.1000,435.0690,51.1991,0.2768,5072990.0000,29860.9004
883.92,2207.1000,435.0690,50.9971,0.2768,5072990.0000,29860.9023
884.0724,2207.1000,435.0690,50.9500,0.2768,5072990.0000,29860.9004
884.2248,2207.1000,435.0690,51.2023,0.2768,5072990.0000,29860.9023
884.3772,2207.0237,435.1080,52.8320,0.2769,5072240.0000,29860.9023
884.5296,2206.3794,435.4407,54.9441,0.2772,5066190.0000,29860.9004
884.682,2205.0654,436.1749,55.6971,0.2781,5054000.0000,29860.9023
884.8344,2204.9000,436.2680,55.8301,0.2782,5054000.0000,29860.9004
884.9868,2204.8179,436.3164,55.8381,0.2783,5053190.0000,29860.9023
885.1392,2203.9653,436.8286,55.7520,0.2788,5044770.0000,29860.8984
885.2916,2203.9001,436.8680,54.4576,0.2788,5044770.0000,29860.9004
885.444,2203.9000,436.8680,51.6186,0.2788,5044770.0000,29860.9023
885.5964,2203.9000,436.8680,50.4305,0.2788,5044770.0000,29860.9043
885.7488,2203.9000,436.8680,50.3504,0.2788,5044770.0000,29860.9023
885.9012,2203.9000,436.8680,50.3500,0.2788,5044770.0000,29860.9004
886.0536,2203.9000,436.8680,50.4906,0.2788,5044770.0000,29860.9023
886.206,2203.9000,436.8680,56.2141,0.2788,5044770.0000,29860.9004
886.3584,2203.9000,436.8680,56.3500,0.2788,5044770.0000,29860.9023
886.5108,2203.9000,436.8680,56.3901,0.2788,5044770.0000,29860.8984
886.6632,2203.9000,436.8680,56.9108,0.2788,5044770.0000,29860.9004
886.8156,2203.9000,436.8680,56.9780,0.2788,5044770.0000,29860.9023
886.968,2203.9000,436.8680,57.2226,0.2788,5044770.0000,29860.9004
887.1204,2204.0171,436.7974,57.2500,0.2787,5044770.0000,29860.9023
887.2728,2204.7813,436.3375,57.0177,0.2783,5052750.0000,31196.6934
887.4252,2204.9000,436.2680,55.5934,0.2782,5054000.0000,43222.2305
887.5776,2204.9000,436.2680,54.8418,0.2782,5054000.0000,66853.7578
887.73,2204.9956,436.2202,54.3381,0.2781,5054000.0000,71073.3984
887.8824,2205.4058,436.0160,54.2500,0.2779,5057880.0000,71073.3906
888.0348,2205.5881,435.9154,54.3569,0.2778,5058850.0000,71073.3984
888.1872,2205.8154,435.7769,54.7454,0.2776,5062410.0000,71073.3984
888.3396,2204.8701,436.3225,54.8500,0.2782,5060000.0000,71073.3984
888.492,2202.5056,437.6689,54.6080,0.2797,5034790.0000,71073.3984
888.6444,2201.8000,438.0670,53.8864,0.2801,5026170.0000,71073.3984
888.7968,2201.8000,438.0670,53.6500,0.2801,5026170.0000,71073.3984
888.9492,2201.8000,438.0670,53.9146,0.2801,5026170.0000,71073.3984
889.1016,2201.8000,438.0670,54.7274,0.2801,5026170.0000,71073.3984
889.254,2201.8000,438.0670,55.3180,0.2801,5026170.0000,71073.3984
889.4064,2201.9167,437.9966,55.4500,0.2800,5026170.0000,71073.3984
889.5588,2202.1848,437.8357,55.3784,0.2799,5029030.0000,71073.3984
889.7112,2202.4224,437.6949,55.1685,0.2797,5030750.0000,71073.3906
889.8636,2202.8333,437.4650,54.9883,0.2795,5033470.0000,71073.3984
890.016,2203.9023,436.8696,54.9387,0.2788,5038130.0000,71073.3984
890.1684,2205.6538,435.8784,54.8933,0.2777,5053230.0000,71073.3984
890.3208,2209.5779,433.6440,54.7485,0.2753,5068650.0000,71073.3984
890.4732,2215.7158,430.1448,54.2248,0.2714,5125880.0000,71073.3984
890.6256,2218.9321,428.3193,53.0377,0.2694,5182930.0000,71073.3984
890.778,2219.2000,428.1740,51.9127,0.2693,5182930.0000,71073.3906
890.9304,2219.3235,428.0995,51.5500,0.2692,5185160.0000,71073.3906
891.0828,2219.5789,427.9467,52.1438,0.2690,5187730.0000,71073.3906
891.2352,2219.8250,427.8011,53.6726,0.2688,5189810.0000,71073.3906
891.3876,2220.0835,427.6457,54.8666,0.2687,5192540.0000,71073.3984
891.54,2220.2000,427.5750,55.1500,0.2686,5192540.0000,71073.3984
891.6924,2220.2000,427.5750,54.7238,0.2686,5192540.0000,71073.3984
891.8448,2220.3389,427.5055,53.6183,0.2685,5194400.0000,71073.3906
891.9972,2220.7830,427.2739,52.8834,0.2683,5199280.0000,80590.9922
892.1496,2221.1924,427.0405,52.7500,0.2680,5202410.0000,103770.5313
892.302,2221.3000,426.9750,52.7500,0.2679,5202410.0000,113044.8281
892.4544,2221.3000,426.9750,52.7500,0.2679,5202410.0000,113120
892.6068,2221.3000,426.9750,52.8468,0.2679,5202410.0000,113120
892.7592,2221.3000,426.9750,53.2155,0.2679,5202410.0000,113120
